State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
Chhattisgarh,Durg,841.13,983.21,1168.92,43.5,50.19,1153.77,0,0,0,0,0,0,0.11,0.14,1268.62,0.01,0,333.33,9.25,18.09,1956.03,0.01,0,285.71,0,0,1000,258.46,259.45,1003.82,26.24,10.69,407.16,109.08,46.03,421.98,0.45,0.77,1722.94,1.8,0.49,273.92,4.7,2,425.21,0.29,0.12,395.19,0,0,0,4.6,1.16,252.72,0.01,0,0,77.4,25.02,323.3,0,0,0,19.85,3.59,181.06,0.45,0.13,297.85,0,0,0,0.08,0.19,0
Chhattisgarh,Bastar,660.36,801.82,1214.23,1.24,2.22,1783.13,0,0,0,0,0,0,1.49,1.79,1202.96,0,0,0,41.94,120.22,2866.36,6.3,1.44,229.02,0,0,0,1.39,1.29,925.85,1.64,0.66,400,40.68,15.07,370.54,0.06,0.08,1410.71,2.7,0.76,281.79,2.82,1.24,440.85,0,0,0,0,0,0,0.4,0.1,257.5,0.08,0,48.19,0.02,0.01,380.95,0,0,0,0.72,0.11,152.5,0,0,0,0,0,0,0.19,0.2,0
Chhattisgarh,Raipur,959.01,1520.95,1585.96,14.56,23.66,1625.61,0,0,0,0,0,0,0.02,0.02,1000,0,0,0,6.13,13.67,2228.27,0.19,0.04,229.17,0,0,0,31.38,34.48,1098.73,2.28,0.58,252.74,75.44,36.64,485.62,4.87,5.34,1097.62,1.52,0.43,283.45,3.85,1.7,442.65,0.05,0.02,320.75,0,0,333.33,0.41,0.08,204.38,0.14,0,0,0.15,0.09,558.44,0,0,0,0.27,0.05,174.91,0.03,0.01,360,0,0,0,0.51,0.65,0
Chhattisgarh,Bilaspur,727.94,1295.71,1779.97,15.8,21.72,1374.7,0,0,0,0,0,0,0.66,0.9,1373.28,0.02,0.01,437.5,7.61,15.83,2080.79,0,0,0,0.18,0.18,983.33,39.08,32.29,826.39,7.14,2.84,398.04,90.31,66.45,735.72,2.38,3.58,1504.8,2.54,0.73,289.36,4.44,1.68,377.81,0.11,0.03,292.04,0,0,333.33,1.63,0.39,238.66,0.3,0,0,13.94,5.17,371.22,0,0,0,7.57,0.83,109.36,0,0,0,0,0,0,0.6,0.79,0
Chhattisgarh,Raigarh,411.12,623.29,1516.07,3.91,6.76,1728.83,0,0,0,0,0,0,0.1,0.15,1604.17,0.03,0.01,433.33,6.29,15.81,2512.8,0.24,0.04,172.84,0,0,0,1.16,1.18,1010.3,6.77,2.93,432.14,41.72,13.07,313.14,10.18,14.52,1425.37,2.72,1.07,392.73,4.95,2.16,436.39,0.01,0,250,0,0,0,0.97,0.24,245.11,0.7,0,0,0,0,600,0,0,0,0.43,0.09,205.34,0,0,0,0,0,0,2.91,0.5,0
Chhattisgarh,Surguja,377.07,524.07,1389.84,23.18,37.09,1599.85,0,0,0,0,0,0,1.35,1.69,1250.37,0,0,0,48.4,123.33,2548.25,0.53,0.12,225.81,1.7,1.78,1048.26,3.55,2.99,841.73,19.17,8.06,420.29,34.98,12.75,364.62,7.47,7.83,1047.1,5.98,1.71,285.67,20.67,9.57,462.89,0,0,0,0,0,0,9.75,2.59,265.61,0.03,0,115.38,0.04,0.01,300,0,0,0,6,1.75,292.49,0,0,0,0,0,0,7.07,1.91,0
Madhya Pradesh,Jabalpur,210.2,526.17,2503.19,300.7,1037.13,3449.05,4.64,11.23,2420.26,0,0,0,4.64,11.23,2420.26,0,0,0,13.9,35.38,2545.32,0,0,0,0.3,0.48,1600,121.3,226.39,1866.36,21.39,23.45,1096.31,161.95,205.42,1268.42,0.16,0.14,875,9,4.75,527.78,17.9,13.35,745.81,0,0,0,0,0,0,4.5,2.98,662.22,0,0,0,8.7,5.78,664.37,0,0,0,3.37,1.79,529.97,0,0,0,2.41,17.72,20.14,6.43,3.52,0.48
Madhya Pradesh,Balaghat,220.21,395.48,1795.92,55.56,138.12,2485.96,0,0,0,0,0,0,0,0,0,0,0,0,10.04,29.37,2925.3,0,0,0,0.3,0.48,1600,61,91.2,1495.08,8.7,15.66,1800,46.47,37.21,800.73,0.03,0.03,1000,2,1.75,875,20.37,6.21,304.86,0.3,0.17,566.67,0.01,0,0,20.86,7.8,373.92,0,0,0,0.01,0.01,1000,0,0,0,3.7,1.91,515.14,0,0,0,0.19,3.17,3.36,0.95,0.45,0.16
Madhya Pradesh,Chhindwara,34.01,42.06,1236.7,181,619.2,3420.99,14,32.9,2350,0,0,0,14,32.9,2350,0,0,0,263.5,1326.45,5033.97,0,0,0,0,0,0,66,105.6,1600,38.9,46.68,1200,21.4,20.29,948.13,16.44,24.83,1510.34,2.5,1.75,700,3.5,5.95,1700,0,0,0,0,0,0,1.5,1.65,1100,0,0,0,28,49.95,1783.93,0,0,0,11,4.4,400,47.6,9.6,201.78,8.64,20.72,29.36,8.56,3.59,0.49
Madhya Pradesh,Narsinghpur,39.1,181.3,4636.83,92,320.71,3485.98,0.8,1.46,1825,0,0,0,0.8,1.46,1825,1,2.54,2540,5,8.84,1768,0,0,0,0,0,0,101.5,152.86,1506.01,62.5,103,1648,125.88,148.15,1176.91,0.02,0.04,2000,0.4,0.34,850,2.5,2.98,1192,0,0,0,0,0,0,0.01,0.01,1000,0,0,0,43.5,13.62,313.1,0,0,0,51.1,30.07,588.49,0,0,0,0.12,5.22,5.34,1.64,1.7,1.04
Madhya Pradesh,Seoni / Shivani,133.13,319.98,2403.52,200.72,523.88,2610,0.5,1.12,2240,0,0,0,0.5,1.12,2240,0,0,0,99.7,462.56,4639.52,0,0,0,0,0,0,40,40.6,1015,13.7,22.56,1646.72,42.61,31.45,738.09,5.22,4.78,915.71,0,0,0,1.4,0.64,457.14,0,0,0,0,0,0,6.5,3.18,489.23,0,0,0,31,2.73,88.06,0,0,0,0,0,0,0,0,0,0.44,5.48,5.93,1.34,0.74,0.27
Madhya Pradesh,Mandla,215.1,689.45,3205.25,90,228,2533.33,4.4,10.17,2311.36,0,0,0,4.4,10.17,2311.36,0,0,0,47.5,113.89,2397.68,0,0,0,0,0,0,28.8,32.32,1122.22,18.9,20.89,1105.29,108.78,87.1,800.7,0,0,0,1.3,0.64,492.31,34,18.63,547.94,0,0,0,0,0,0,10.17,4.91,482.79,0,0,0,12.2,11.29,925.41,0,0,0,2.81,1.01,358.01,0,0,0,0.09,2.39,2.49,0.32,0.55,0.01
Madhya Pradesh,Sagar,5.06,5.69,1124.51,278,893.21,3212.99,7,15.75,2250,0,0,0,7,15.75,2250,0,0,0,3.6,3.78,1050,0,0,0,1,1,1000,183,241.56,1320,12.6,24.07,1910.32,217.57,297.16,1365.81,0.47,0.44,936.17,1.06,0.32,301.89,3.51,2.81,800.57,0,0,0,0,0,0,1.82,0.78,428.57,0.24,0.2,833.33,216.2,127.13,588.02,0,0,0,0.49,0.23,479.59,0,0,0,0.04,12.15,12.19,5.5,9.5,8.3
Madhya Pradesh,Damoh,75.73,126.22,1666.71,81.6,285.6,3500,3.1,7.29,2351.61,0,0,0,3.1,7.29,2351.61,0,0,0,5.08,9.74,1917.32,0,0,0,0.1,0.1,1000,185.75,278.63,1500.03,36.2,52.49,1450,168.21,212.03,1260.51,1.65,2.39,1448.48,2.5,1.48,592,3.5,2.8,800,0,0,0,0,0,0,1.11,0.89,801.8,0,0,0,66.5,89.78,1350.08,0,0,0,0.6,0.15,250,0,0,0,0.06,1.91,1.97,1.59,3.63,0.09
Madhya Pradesh,Tikamgarh,4.56,1.64,359.65,97.19,243.07,2500.98,1,2.04,2040,0,0,0,1,2.04,2040,0,0,0,1.7,1.79,1052.94,0,0,0,7.4,23.55,3182.43,12.4,14.09,1136.29,0.06,0.09,1500,150.15,146.75,977.36,16.49,20.94,1269.86,30,9,300,11.45,8.89,776.42,0,0,0,0,0,0,0.7,0.24,342.86,0,0,0,23.5,13.49,574.04,0,0,0,0,0,0,0,0,0,0.15,4.66,4.8,0.94,0.55,3.84
Madhya Pradesh,Chhatarpur,6.33,2.98,470.77,175.31,424.07,2418.97,7,16.35,2335.71,0,0,0,7,16.35,2335.71,0.01,0.03,3000,1.1,0.93,845.45,0,0,0,15.9,60.34,3794.97,49.99,60.39,1208.04,8,5.4,675,141.76,143.25,1010.51,14.02,19.99,1425.82,97.5,43.29,444,11.94,12.79,1071.19,0,0,0,0,0,0,6.38,4.76,746.08,0,0,0,30.8,26.09,847.08,0,0,0,0.12,0.03,216.67,0,0,0,0.21,9.1,9.32,0.28,0.3,8.54
Madhya Pradesh,Panna,58.4,140.2,2400.68,77.79,210.5,2706,7.6,17.63,2319.74,0,0,0,7.6,17.63,2319.74,0,0,0,2.6,3.51,1350,0,0,0,4,8.35,2087.5,93.67,167.11,1784.03,16.7,27.54,1649.1,75.09,68.21,908.38,0,0,0,34.6,19.58,565.9,12.6,10.87,862.7,0,0,0,0,0,0,0.21,0.13,619.05,0,0,0,17.5,19.3,1102.86,0,0,0,0,0,0,0,0,0,0.36,2.6,2.95,0.61,1.31,0
Madhya Pradesh,Rewa,121.3,625.9,5159.93,173.6,499.97,2880.01,26.12,58.98,2258.04,0,0,0,26.12,58.98,2258.04,8,13.24,1655,2.18,1.82,834.86,0,0,0,5.02,6.71,1336.65,54.3,74.66,1374.95,32.9,22.6,686.93,58.63,47.1,803.34,0,0,0,5.61,1.68,299.47,14.51,13.51,931.08,0,0,0,0,0,0,17.38,6.27,360.76,0.78,0.31,397.44,42.5,38.85,914.12,0,0,0,0,0,0,0,0,0,1.5,7.98,9.48,1.72,7.16,0.15
Madhya Pradesh,Sidhi,113.95,233.5,2049.14,101.8,266.16,2614.54,23.51,52.7,2241.6,0,0,0,23.51,52.7,2241.6,32.5,76.14,2342.77,38.1,100.02,2625.2,0,0,0,18.13,56.29,3104.8,66.6,76.7,1151.65,46.2,59.02,1277.49,36.56,27.27,745.9,0,0,0,30.5,10.98,360,18.85,12.51,663.66,0,0,0,0,0,0,17.18,7.86,457.51,0,0,0,2.1,1.57,747.62,0,0,0,0,0,0,0,0,0,0.22,5.51,5.73,6.61,3.19,0
Madhya Pradesh,Satna,132,324.8,2460.61,156.8,538.45,3433.99,7.6,18.82,2476.32,0,0,0,7.6,18.82,2476.32,0.4,0.54,1350,4.2,7.29,1735.71,0,0,0,20,78.2,3910,116,171.33,1476.98,75,115.28,1537.07,132.01,102.89,779.41,0,0,0,16.6,7.52,453.01,7.35,13.62,1853.06,0,0,0,0,0,0,7.21,6.97,966.71,0,0,0,59.8,34.8,581.94,0,0,0,0,0,0,0,0,0,0.37,1.98,2.35,2.47,2.94,0.01
Madhya Pradesh,Shahdol,240.33,389.9,1622.35,87.27,222.87,2553.8,2.9,6.19,2134.48,0,0,0,2.9,6.19,2134.48,0.01,0.01,1000,38.82,79.21,2040.44,0,0,0,2.18,2.33,1068.81,45.5,47.2,1037.36,39.75,39.68,998.24,61.99,43.08,694.95,0.8,0.56,700,17.1,5.63,329.24,23.46,12.34,526,0,0,0,0,0,0,14.58,6.28,430.73,0,0,0,19.3,8.46,438.34,0,0,0,0.01,0,300,0,0,0,0.21,5.96,6.16,2.48,1.99,0
Madhya Pradesh,Gwalior,9.11,26.29,2885.84,65,247.26,3804,13.4,33.63,2509.7,0,0,0,13.4,33.63,2509.7,11.9,19.02,1598.32,0.2,0.53,2650,0,0,0,0.7,1.61,2300,26,25.22,970,0,0,0,7.25,4.73,652.41,0.1,0.15,1500,26.5,14.68,553.96,40.8,39.58,970.1,0,0,0,0,0,0,0.2,0.15,750,0,0,0,1.7,2.62,1541.18,0,0,0,0,0,0,0,0,0,0.14,8.53,8.67,3.4,0.93,4.16
Madhya Pradesh,Shivpuri,4.4,10.8,2454.55,76.9,217.09,2823.02,0.4,0.79,1975,0,0,0,0.4,0.79,1975,8.7,12.76,1466.67,6.6,16.63,2519.7,0,0,0,3.13,7.04,2249.2,32,43.2,1350,0,0,0,127.62,108.69,851.67,104.34,181.77,1742.09,12.5,6.95,556,54.66,47.82,874.86,0,0,0,0,0,0,0,0,0,0,0,0,83.6,65.38,782.06,0,0,0,0,0,0,0,0,0,0.2,9.59,9.79,1.01,2.12,8.11
Madhya Pradesh,Guna,5.71,9.11,1595.45,255.81,886.02,3463.59,1,2.13,2130,0,0,0,1,2.13,2130,7.6,6.56,863.16,33.12,87.57,2644.02,0,0,0,0.8,1.76,2200,164.6,173.75,1055.59,0,0,0,228.17,231.39,1014.11,1.4,1.63,1164.29,2.8,1.57,560.71,15.5,16.32,1052.9,0,0,0,0,0,0,0.05,0.02,400,0,0,0,323.3,295.58,914.26,0,0,0,0,0,0,0,0,0,0.04,2.91,2.94,0.85,1.89,7.85
Madhya Pradesh,Datia,16.6,30.18,1818.07,120.8,399,3302.98,4.6,10.67,2319.57,0,0,0,4.6,10.67,2319.57,0,0,0,1.3,2.52,1938.46,0,0,0,0.2,0.48,2400,29.5,29.53,1001.02,0,0,0,39.5,8.84,223.8,6.9,4.87,705.8,54.4,14.91,274.08,16.45,15.22,925.23,0,0,0,0,0,0,0,0,0,0,0,0,6.7,5.72,853.73,0,0,0,0,0,0,0,0,0,0.03,2,2.03,0.69,0.66,2.79
Madhya Pradesh,Morena,21.4,60.1,2808.41,183,752.79,4113.61,6.6,13.92,2109.09,0,0,0,6.6,13.92,2109.09,148.5,396.47,2669.83,3.32,7.76,2337.35,0,0,0,2.26,6.81,3013.27,38.93,76.22,1957.87,20.61,21.42,1039.3,36.46,35.88,984.09,0.4,0.6,1500,29.4,12.67,430.95,162.7,243.05,1493.85,0,0,0,0,0,0,11.73,7.11,606.14,0,0,0,40.2,33.17,825.12,0,0,0,0.07,0.01,114.29,0,0,0,0.15,5.35,5.5,4.1,0.75,4.21
Madhya Pradesh,Bhind,3,5.76,1920,110.4,466.11,4222.01,11.3,28.7,2539.82,0,0,0,11.3,28.7,2539.82,61.9,170.47,2753.96,0,0,0,0,0,0,4.37,17.28,3954.23,25,38.93,1557.2,2.73,2.06,754.58,36.8,55.38,1504.89,0,0,0,35.6,20.72,582.02,167.87,353.37,2105.02,0,0,0,0,0,0,3.82,2.06,539.27,0,0,0,0.5,1,2000,0,0,0,0,0,0,0,0,0,0.01,1.74,1.74,1.56,0.71,4.39
Madhya Pradesh,Indore,0.45,1.02,2266.67,110.4,465.12,4213.04,0.1,0.23,2300,0,0,0,0.1,0.23,2300,0,0,0,12.2,27.75,2274.59,0,0,0,0.2,0.13,650,94.41,177.77,1882.96,2.55,3.85,1509.8,6.24,5.76,923.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1000,0,0,0,216.9,198.46,914.98,0,0,0,0,0,0,0.4,0.08,198,0.23,31.71,31.94,44.17,14.05,9.45
Madhya Pradesh,Ratlam,0,0,0,110.4,395.23,3579.98,0.16,0.28,1750,0,0,0,0.16,0.28,1750,0,0,0,55.5,162,2918.92,0,0,0,0.29,0.93,3206.9,91.4,130.34,1426.04,4.8,6.82,1420.83,22.4,19.93,889.73,0.46,0.53,1152.17,0.3,0.19,633.33,9.3,9.24,993.55,0,0,0,0,0,0,2.93,3.53,1204.78,0,0,0,205,373.72,1823.02,0,0,0,0,0,0,29.4,8.42,286.53,1.1,8.93,10.03,0.24,7.29,16.86
Madhya Pradesh,Ujjain,0.2,0.38,1900,220.6,935.79,4242.02,0.9,1.95,2166.67,0,0,0,0.9,1.95,2166.67,0,0,0,6.46,8.22,1272.45,0,0,0,0.01,0.02,2000,195.2,289.68,1484.02,0.87,0.66,758.62,28.88,15.8,547.09,0.2,0.24,1200,0.19,0.1,526.32,1.8,1.49,827.78,0,0,0,0,0,0,0.34,0.26,764.71,0,0,0,446.9,467.9,1046.99,0,0,0,0.02,0.01,300,0,0,0,0.42,32.13,32.54,12.36,14.44,15.78
Madhya Pradesh,Mandsaur,0.8,1.76,2200,125.7,520.38,4139.86,1.66,3.63,2186.75,0,0,0,1.66,3.63,2186.75,0.17,0.11,647.06,73.08,239.18,3272.85,0,0,0,0,0,0,103.2,135.49,1312.89,3.3,2.47,748.48,74.27,60.97,820.92,9.45,19.92,2107.94,1,0.6,600,58.6,78.41,1338.05,0,0,0,0,0,0,9.9,7.07,714.14,0,0,0,383.5,460.46,1200.68,0,0,0,0,0,0,0.34,0.09,264.71,6.53,6.28,12.81,0.22,5.95,31.03
Madhya Pradesh,Dewas,0.1,0.07,730,170.96,700.94,4100.02,3.5,8.09,2311.43,0,0,0,3.5,8.09,2311.43,0,0,0,13.3,40.03,3009.77,0,0,0,0,0,0,219.47,395.05,1800.02,9,10.89,1210,25.99,17.19,661.41,0.25,0.29,1160,0,0,0,0.34,0.44,1294.12,0,0,0,0,0,0,21.6,9.72,450,0,0,0,321.35,327.78,1020.01,0,0,0,0.1,0.03,310,6,1.57,261,0.16,15.52,15.68,8.14,11.83,8.76
Madhya Pradesh,Dhar,0.73,1.05,1442.47,198.87,692.66,3482.98,17,36.13,2125.29,0,0,0,17,36.13,2125.29,2.9,2.91,1003.45,83.9,274.33,3269.73,0,0,0,27.2,124.3,4569.85,149.72,231.47,1546.02,7.56,11.19,1480.16,39.69,31.37,790.38,4.4,11.21,2547.73,0,0,0,1.08,1,925.93,0,0,0,0,0,0,0,0,0,0,0,0,279.43,360.74,1290.99,0,0,0,0.21,0.13,614.29,98,35.28,360,2.32,17.04,19.36,2.31,7.99,7.01
Madhya Pradesh,Jhabua,13.63,16.77,1230.37,85,236.27,2779.65,10.1,23.69,2345.54,0,0,0,10.1,23.69,2345.54,17.04,38.88,2281.69,115.22,324.27,2814.36,0,0,0,4.5,9.3,2066.67,37.1,45.89,1236.93,8.6,8.61,1001.16,76.34,27.97,366.39,14.84,22.16,1493.26,1.1,0.56,509.09,0.05,0.06,1200,0,0,0,3.29,1.81,550.15,0.04,0.03,750,0,0,0,80.1,111.26,1389.01,0,0,0,0,0,0,34,6.18,181.85,0.08,3.89,3.98,0.07,0.94,3.98
Madhya Pradesh,Khargone / West Nimar,1.76,1.94,1100,185.6,693.83,3738.31,51.9,141.06,2717.92,0,0,0,51.9,141.06,2717.92,8.91,14.65,1644.22,124.79,482.66,3867.78,0,0,0,5.95,11.27,1894.12,123.78,209.49,1692.44,20.55,35.68,1736.25,30.53,19.77,647.56,12.92,14.92,1154.8,0.3,0.08,266.67,0.11,0.05,454.55,0.62,0.24,387.1,2.73,2.37,868.13,0.42,0.28,666.67,0,0,0,97.9,114.38,1168.34,0,0,0,2.62,1.53,585.5,282,79.78,282.93,3.84,14.39,18.23,0.33,5.77,3.01
Madhya Pradesh,Khandwa / East Nimar,5.89,3.38,573.85,163.5,607.73,3717,15.9,47.61,2994.34,0,0,0,15.9,47.61,2994.34,0.3,0.26,866.67,53.86,178.3,3310.43,0,0,0,3.98,6.43,1615.58,69.51,68.91,991.37,21.75,24.87,1143.45,28.65,15.58,543.8,2.55,3.71,1454.9,1.3,0.59,453.85,0,0,0,0.09,0.09,1000,2.92,0.79,270.55,0,0,0,2.1,2.1,1000,173.6,145.93,840.61,0,0,0,5.91,3.76,636.04,105.1,30.45,289.75,22.39,15.08,37.47,0.72,9.16,0.59
Madhya Pradesh,Sehore,36.45,71.99,1975.03,278.4,932.95,3351.11,2.05,4.68,2282.93,0,0,0,2.05,4.68,2282.93,0.06,0.1,1666.67,17.12,42.64,2490.65,0,0,0,0.1,0.22,2200,165.9,258.08,1555.64,14.7,18.47,1256.46,85.42,60.73,710.96,1.14,1.16,1017.54,0.36,0.13,361.11,0.58,0.56,965.52,0,0,0,0,0,0,0.03,0.03,1000,0,0,0,365.2,316.52,866.7,0,0,0,0.56,0.29,523.21,0,0,0,0.37,10.16,10.53,0.98,5.96,21.83
Madhya Pradesh,Raisen,112,236.84,2114.64,197.6,647.73,3277.99,1.3,2.41,1853.85,0,0,0,1.3,2.41,1853.85,0,0,0,6.92,11.49,1660.4,0,0,0,0.1,0.23,2300,167.2,279.89,1673.98,33.7,34.24,1016.02,110.65,128.82,1164.21,0,0,0,0,0,0,0.28,0.2,714.29,0,0,0,0,0,0,0,0,0,0,0,0,84.7,51.67,610.04,0,0,0,0,0,0,0,0,0,0.1,3.93,4.03,0.67,0.51,4.44
Madhya Pradesh,Vidisha,10.5,23.8,2266.67,263,1025.7,3900,4.6,11.27,2450,0,0,0,4.6,11.27,2450,0,0,0,6.62,16.27,2457.7,0,0,0,0.2,0.7,3500,207.04,351.97,1700.01,7.3,8.32,1139.73,253.72,302.58,1192.57,0.07,0.13,1857.14,0.04,0.02,500,0.4,0.38,950,0,0,0,0,0,0,0.02,0.02,1000,0,0,0,277.48,375.99,1355.02,0,0,0,0.06,0.02,383.33,0,0,0,0.61,4.23,4.84,0.79,0.8,5.25
Madhya Pradesh,Betul,45,79.11,1758,104.4,277.91,2661.97,7.5,17.33,2310.67,0,0,0,7.5,17.33,2310.67,0,0,0,80.05,318.2,3975.02,0,0,0,0,0,0,41.13,61.41,1493.07,28.2,33.33,1181.91,17.43,14.25,817.56,6.66,8.93,1340.84,1,0.43,430,1.2,1.27,1058.33,0,0,0,0,0,0,0.47,0.29,617.02,0,0,0,223,297.71,1335.02,0,0,0,11.29,7.16,634.1,0.3,0.08,276,0.52,11.87,12.39,1.56,1.05,2.95
Madhya Pradesh,Rajgarh,1.15,0.75,648.7,152,529.72,3485,0.1,0.18,1800,0,0,0,0.1,0.18,1800,0,0,0,63.91,201.33,3150.21,0,0,0,0.8,2.16,2700,112.6,131.97,1172.02,6.16,7.44,1207.79,80.95,79.81,985.92,2,1.88,940,5.1,3.06,600,8.97,8.52,949.83,0,0,0,0,0,0,0.04,0.03,750,0,0,0,309.4,385.2,1244.99,0,0,0,0,0,0,0,0,0,0.89,10.17,11.06,4.18,5.47,31.98
Madhya Pradesh,Shajapur,0.05,0.04,800,125.8,471.6,3748.81,1.8,3.44,1911.11,0,0,0,1.8,3.44,1911.11,0.04,0.05,1250,22.42,72.73,3243.98,0,0,0,0,0,0,136.4,160.13,1173.97,5.1,4.22,827.45,75.37,71.92,954.23,0.64,0.86,1343.75,1,0.64,640,14.1,15.65,1109.93,0,0,0,0,0,0,0.29,0.23,793.1,0,0,0,349.99,389.69,1113.43,0,0,0,0,0,0,0,0,0,3.14,23.4,26.54,5.92,10.51,27.14
Madhya Pradesh,Hoshangabad,136.8,312.65,2285.45,349.5,1467.18,4197.94,4,8.97,2242.5,0,0,0,4,8.97,2242.5,0,0,0,35.25,113.58,3222.13,0,0,0,0.9,2.53,2811.11,134.1,290,2162.57,18,26.45,1469.44,262.08,311.05,1186.85,0.03,0.06,2000,0.16,0.1,625,6.27,5.26,838.92,0,0,0,0,0,0,0,0,0,0,0,0,138.01,98.08,710.67,0,0,0,4,1.8,450,0.05,0.01,288,0.34,3.97,4.32,0.58,0.95,1.13
Andhra Pradesh,Srikakulam,279.15,735.77,2635.76,0,0,1000,0.04,0.04,1011.63,0,0.01,4285.71,0.05,0.06,1258.06,0.14,0.37,2612.68,51.91,279.5,5384.09,5.31,8.09,1523.94,0,0,0,0.06,0.08,1428.57,1.15,0.73,628.52,113.74,61.81,543.47,8.73,15.3,1752.74,12.66,2.96,233.76,0,0,0,0,0,0,0,0,1000,0,0,0,0.64,0.6,938.97,0,0,0,25.38,85.02,3349.92,11.58,85.19,7359.11,14.29,7.95,556.2,72.77,6.5,79.27,0,0.39,0.05
Andhra Pradesh,Visakhapatnam,173.38,421.22,2429.45,0,0,1000,0.31,0.32,1017.63,0,0.01,4285.71,0.32,0.33,1053.88,1.75,2.13,1214.73,25.82,145.24,5624.04,18.25,19.09,1045.69,0,0,0,0.13,0.19,1427.48,2.07,1.11,536.88,45.83,31.96,697.33,3.8,5.54,1457.06,9.7,2.62,270.01,0,0,0,0,0,0,0,0,1000,0,0,0,0.1,0.09,939.39,0,0,0,24.48,110.13,4499.75,38.39,225.08,5862.41,8.29,3.38,407.71,83.41,9.24,92.64,0.12,0.25,1.92
Andhra Pradesh,East Godavari,386.54,1672.79,4327.61,0,0,0,0.16,0.17,1018.52,1.7,1.09,641.89,1.86,1.25,674.74,0.06,0.07,1114.75,11.8,111.51,9450.8,0.29,0.29,986.44,0,0,0,1.81,2.59,1430.78,2.31,0.88,382.02,41.2,30.54,741.19,0.16,0.51,3121.95,2.53,0.36,140.66,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,938.6,0,0,0,19.99,360.29,18020.91,10.32,91.25,8842.44,16.36,6.43,393.13,70.96,16.18,87.14,0,0.05,1.85
Andhra Pradesh,West Godavari,393.22,1693.91,4307.75,0.01,0.01,700,0.02,0.02,1000,0.06,0.25,4250,0.08,0.27,3565.79,0,0,0,59.43,427.36,7191.43,0,0,0,0,0,0,0.03,0.05,1424.24,0.19,0.11,571.43,47.01,37.47,796.98,2.65,9.15,3448.17,0.41,0.12,298.54,0.02,0.01,458.33,0,0,0,0,0,0,0,0,0,0.12,0.11,940.68,0,0,0,54.79,994.3,18147.8,7.95,84.95,10684.18,4.53,2.52,556.31,42.44,6.71,49.16,0,0,1.08
